REFID	TITLE	SUBTITLE	AUTHORS	COVER	YEAR1STPUB
12671	Use of Appeals in Selling	The Psychology of Selling	Cash, Harold C.; Crissy, W. J. E.	BC12671-PsycholOfSelling.jpg	1957
12672	Point of View for Salesmen	The Psychology of Selling	Cash, Harold C.; Crissy, W. J. E.	BC12672-PsycholSelling.jpg	1957
12673	Stop Cold Calling Forever!	True confessions of a reformed serial cold-caller	Parinello, Anthony	BC12673-StopColdCalling.jpg	2004
12674	Professionally Speaking	Getting Ahead in Business and Life Through Effective Communicating	Wilder, Lilyan	BC12674-ProfessalSpeak.jpg	1986
12675	Journalism of Outrage	Investigative Reporting and Agenda Building in America	Protess, David L.; Cook, Fay Lomax; Doppelt, Jack C.; Ettema, James S.; Gordon, Margaret T.	BC12675-JournalismOutrage.jpg	1991
12678	Yesterday's News	Why Canada's Daily Newspapers are Failing Us	Miller John	BC12678-YesterdaysNews.jpg	1998
12679	The Oxford Guide to Writing & Speaking	The Key to Effective Communication	Seely, John	BC12679-Oxford-Writing-Sp.jpg	1998
12682	Media and Minorities	Representing Diversity in a Multicultral Canada	Fleras, Augie; Kuhz, Jean Lock	BC12682-MediaMinorities.jpg	2001
12685	Idea of Public Journalism		Glasser, Theodore L.	BC12685s-PublicJournalism.jpg	1999
12686	Millennium Intelligence	Understanding and conducting competitve intelligence in the digitall Age	Miller, Jerry	BC12686s-Millennium.jpg	2000
12687	Making Money With Multimedia		Rosen, David; Mladen, Caryn	BC12687-MakingMoney.jpg	1994
12688	Fresh Air	The Private Thoughts of a Public Broadcaster	Downie, Peter	BC12688-FreshAir.jpg	1997
12689	Continentalizing Canadian Telecommunications	The Politics of Regional Reform	Rideout, Vanda	BC12689-Continentalizing.jpg	2003
12690	Handbook for Business Writing		Baugh, L. Sue	BC12690-BusinessWriting.jpg	1986
12691	Entrepreneur's Road Map to Business Success		Maul, Lyle R.; Mayfield, Dianne Craig	BC12691-Entrepreneurs.jpg	1992
12692	Media Think		Winter, James	BC12692-MediaThink.jpg	2000
12693	Inside Language	A Canadian Language Reader	MacLennan, Jennifer; Moffat, John	BC12693-InsideLanguage.jpg	2000
12694	Sign Wars	The Cluttered Landscape of Advertising	Goldman, Robert; Papson, Stephen	BC12694s-SignWars.jpg	1995
12695	Mail Order Moonlighting		Hoge Sr., Cecil C.	BC12695-MailMoonMoon.jpg	1976
12697	More than You Ever Wanted to Know about Mail Order Advertising		Lewis, Herschell Gordon	BC12697-MailOrderAd.jpg	1983
12698	A History of News	From the Drum to the Satellite	Stephens, Mitchell	BC12698-HistoryofNews.jpg	1988
12699	Mail Order	...Starting up, Making it pay	Brumbaugh, J. Frank	BC12699-MailOrderStart.jpg	1979
12701	Lobbying for Your Cause		Remms, Harold	BC12701-LobbyingCause.jpg	1986
12702	First Five Minutes	The Successful Opening Moves in Business, Sales & Interviews	King, Norman	BC12702-FirstFiveMinutes.jpg	1987
12703	Directory Publishing	A Practical Guide	Perkins, Russel A.	BC12703-DirectoryPub.jpg	1985
12704	Publicity, Newsletters, and Press Releases		Baverstock, Alison	BC12704-PublicityNewslet.jpg	2002
12705	Give and Take	The Complete Guide to Negotiating Strategies and Tactics	Karrass, Chester L.	BC12705-GiveandTake.jpg	1974
12706	Getting into the Mail-order Business		Simon, Julian L.	BC12706-MailorderBusiness.jpg	1984
12707	Morals and the Media	Ethics in Canadian Journalism	Russell, Nick	BC12707-MoralsMedia.jpg	1994
12709	Creating Customers	An Action Plan for Maximizing Sales, Promotion and Publicity for the the Small Business	Bangs Jr., David H.	BC12709-CreatingCustomers.jpg	1992
12710	Take One's Essential Guide to Canadian Film		Wise, Wyndham (ed.)	BC12710-EssentialGuide.jpg	2001
12711	Big Ideas	For growing your Business	Business Innovation Group	BC12711-Bigideas.jpg	2003
12712	Media and Society		Burton, Graeme	BC12712-MediaSociety.jpg	2005
12713	Start and Run a Copywriting Business		Slaunwhite, Steve	BC12713-CopyWritingBusin.jpg	2005
12714	Mail Order Magic	Surefire Techniques to Expand Your Business by Direct Mail	Holtz, Herman	BC12714-MailOrderMagic.jpg	1983
12715	Internet Business Intelligence	How to Build a Big Company System on a Small Company Budget	Vine, David	BC12715-InternetBusiness.jpg	2000
12716	Getting the Whole Story	Reporting and Writing the News	Gibbs, Cheryl; Warhover, Tom	BC12716-GettingWholeStory.jpg	2002
12717	Marketing on the Internet	Multimedia Strategies for the World Wide Web	Ellsworth, Jill H.; Ellsworth, Matthew V.	BC12717-MarketingInternet.jpg	1995
12718	The Online Copywriter's Handbook		Bly, Robert W.	BC12718-OnlineCopywriter.jpg	2002
12719	Low-Budget Online Marketing for Small Business		Berkley, Holly	BC12719-LowBudget.jpg	2005
12720	Advertising on the Internet		Zeff, Robbin; Aronson, Brad	BC12720-AdvertisingInt.jpg	1999
12721	Marketing Research Made Easy		Doman, Don; Denilson, Dell; Doman, Margareth	BC12721-MarketResearch.jpg	1993
12722	The Magazine	Everything You Need to Know to Make It in the Magazine Business	Mogel, Leonard	BC12722-Magazine.jpg	1979
12723	36 Biggest Mistakes Salespeople Make and How to Correct them		Kahn, George N.	BC12723-BiggestMistake.jpg	1989
12724	Clip Away Direct-Marketing Coupon Designs	300 Creative Copyright-Free Camera-ready professional layouts		BC12724-CouponDesign.jpg	1990
12725	Financial Feasibility in Book Publishing		Follett, Robert	BC12725-FinancialFeasibil.jpg	1988
12726	Which Ad Pulled Best?	40 Case Histories on How to Write and Design Ads That Work	Purvis, Scott C.; Burton, Philip Ward	BC12726-WhichAdPulled.jpg	2003
12727	Form Aides for Successful Book Publishing		Ad-Lib Consultants	BC12727-EFormAides.jpg	1983
12728	FormAides for Direct Response Marketing		Ad-Lib Consultants	BC12728-FormAides.jpg	1983
12729	Between the Lines	How to Detect Bias and Propaganda in the News and Everyday Life	MacLean, Eleanor	BC12729-BetweenLine.jpg	1981
12730	Hitler's Propaganda Machine		Rutherford, Ward	BC12730-HitlerPropaganda.jpg	1978
12731	Community Newspapers How You Can Make Your Own Newspaper	Inter-Action Advisory Service - Handbook 6	Norton, Michael	BC12731-CommunityPapers.jpg	1975
12732	The Media Book: Making the Media Work for Your Grassroots Group	A Step-by-Step Guide	Scheiman, Diane; Oliker, Stacey	BC12732-MediaBook.jpg	1981
12733	Lost Berlin		Everett, Susanne	BC12733s-LostBerlin.jpg	1979
12734	Internet Marketing Intelligence	Research Tools, Techniques, and Resources	Forrest, Edward	BC12734-InternetMarketing.jpg	2003
12736	The Media Game		Macdonald, Dick	BC12736-MediaGame.jpg	1972
12799	Liberal Dreams and Nature's Limits	Great Cities of North America Since 1600	Lemon, James T.	BC12799-LiberalDreams.jpg	1996
12802	Eye for an Eye		Griswold, Jack; Misenheimer, Mike; Powers, Art; Tromanhauser, Ed	BC12802s-EyeforAnEye.jpg	1970
12839	A History of Modern Palestine	One Land, Two Peoples	Pappe, Ilan	BC12839s-HistoryModernPalestine.jpg	2004
12851	Memory of Fire: Genesis	Part One of a Triology	Galeano, Eduardo	BC12851-Genesiss.jpg	1985
12872	The Press and the Cold War		Aronson, James	BC12872-PressColdWar.jpg	1973
12897	Children of Aataentsic	A History of the Huron People to 1660	Trigger, Bruce	BC12897s-ChildrenOfAataentsic.jpg	1976
12907	American Dreams: Lost and Found		Terkel, Studs	BC12907s-StudsTerkel.jpg	1981
12921	The Ethnic Cleansing of Palestine		Pappe, Ilan	BC12921s-EthnicCleansingPalestine.jpg	2007
12933	Political Columns	Behind the scenes with powerful people	Bonner, Allan	BC12933-PoliticalColumns.jpg	2007
12936	Beyond Chutzpah	On the Misuse of Anti-Semitism and the Abuse of History	Finkelstein, Norman	BC12936-BeyondChutzpah.jpg	2005
12937	The Holocaust Industry	Reflections on the Exploitation of Jewish Suffering	Finkelstein, Norman G.	BC12937-HolocaustIndustry.jpg	2001
12954	On the Natural History of Destruction		Sebald, W. G	BC12954s-HistoryofDestruction.jpg	1999
12961	Word Myths	Debunking Linguistic Urban Legends	Wilton, David	BC12961-WordMyths.jpg	2004
12964	The Joy of Revolution		Knabb, Ken	BC12964s-Knabb-JoyofRevolution.jpg	1997
12969	How to Write Porno Novels for Fun and Profit		Geis, Richard E.	BC12969-Porno.jpg	1985
13115	Assertiveness for Managers	Learning effective skills for managing people	Cawood, Diana	BC13115s-AssertiveManagers.jpg	1983
13116	Awakening Your Life Skills	A light-hearted, pragmatic and humorous approach to leading a less stressful life	Stern, Susan	BC13116s-AwakeningSkills.jpg	1999
13117	The Barter Book	Consumers Guide to Living Well Without Using Money	Simon, Dyanne Asimow	BC13117-Barter.jpg	1979
13122	Business Incorporators Handbook			BC13122s-BusinessIncorporator.jpg	
13126	Codes and Secret Writing		Zim, Herbert S.	BC13126s-CodesSecret.jpg	1948
13127	The Communication of Ideas		Fuogue, Rul	BC13127s-Communication.jpg	1950
13131	Copyright	Guide for Canadian Libraries	Noel, Wanda	BC13131s-CopyrightLibrary.jpg	1999
13134	The Creative Volunteer Community		Rainman, Schindler	BC13134s-CreativeVolunteer.jpg	1987
13139	Do think tanks matter?	Assesing the impact of public policy institutes	Abelson, Donald E.	BC13139-DoThinkTanks.jpg	2002
13141	The Empire of the Mind	Digital Piracy and the Anti-Capitalist Movement	Strangeglove, Michael	BC13141s-EmpireofMind.jpg	2005
13143	Event Planning		Allen, Judy	BC13143-EventPlanning.jpg	2000
13147	The Gold Book	The Complete Investment Guide to Precious Metals	Lassonde, Pierre	BC13147s-GoldBook.jpg	1991
13148	Guerrilla Capitalism	How to Practice Free Enterprise In an Unfree Economy	Cash, Adam	BC13148-GuerrillaCap.jpg	1984
13150	How I Found Freedom in an Unfree World		Browne, Harry	BC13150-FoundFreedom.jpg	1974
13160	It's here somewhere		Fulton, Alice; Hatch, Pauline	BC13160s-ItsHere.jpg	
13162	Lifetime Encyclopedia of Letters	Easy way to write endless variety of business and personal letters	Meyer, Harold E.	BC13162s-LifeTime.jpg	1983
13163	Managing by the Numbers	Financial essentials for the growing business	Bangs, David H. Jr.	BC13163s-ManagingNumbers.jpg	1992
13166	Media Law		Robertson, Geoffrey; Nicol, Andrew	BC13166-MediaLaw.jpg	1990
13168	Mosaic in Media		Ke Vera; Siedlecka, Jolanta; Syrokomla, Mathew	BC13168s-Mosaic.jpg	1986
13169	Motivating Today's Work Force	When the carrot can't always be cash	Grensing, Lin	BC13169s-Motivating.jpg	1991
13170	National Film Board of Canada	Film and Video Catalogue		BC13170s-NFBCatalogue.jpg	1988
13171	A Natural History of Latin		Janson, Tore; trans. and adapted into English by Merethe Damsgard Sorensen and Nigel Vincent	BC13171s-NaturalHistoryLatin.jpg	2004
13177	Payment Table for Canadian Mortgages	Monthly payments computed on basis of nominal annual interest rates		BC13177s-PaymentTable.jpg	1974
13178	The Photoshop Wow Book	Guide to Getting the Most out of Photoshop	Dayton, Linnea; Davis, Jack	BC13178-PhotoshopWow.jpg	1996
13185	A Resource for the Active Community			BC13185s-ResourceforActive.jpg	
13197	Team Building	How to Build a Winning team		BC13197s-TeamBuilding.jpg	1991
13198	A Technique for Producing Ideas		Bernbach, William	BC13198-ProducingIdeas.jpg	1965
13203	The Uncertain Mirror	Report of the Special Senate Commitee on Mass Media	Davey, Keith	BC13203s-UncertainMirror1.jpg	1970
13209	The Wired Society	A Challenge for Tomorrow	Martin, James	BC13209s-WiredSociety.jpg	1978
13210	You and Your Mortgage	Understanding a Mortgage Contract	Simpson, J. H.;  Curtis, J.R.	BC13210s-YouandMortgage.jpg	1978
13718	The Ojibwa of Southern Ontario		Schmalz, Peter S.	BC3724-Ojibwa.jpg	1991
13719	Die Standhaften	#ber den Widerstand in Kassel und Hessen-Waldeck 1933-1945	Belz, Willi	BC13719s-Standhaften.jpg	1960
13739	The Unfashionable Human Body		Rudolfsky, Bernard	BC13739-TheUnfashionableHB.jpg	1973
13906	The No-Nonsense Guide to HIV/AIDS		Usdin, Shereen	BC13906s-NoNonsenseHIVAIDS.jpg	2003
13913	The No-Nonsense Guide to Terrorism		Barker, Jonathan	BC13913-NonNonsenseTerror.jpg	2003
13919	The No-Nonsense Guide to Globalisation		Ellwood, Wayne	BC13919-NoNonsenseGlobalization.jpg	
13934	The Everyday Activist	365 Ways to Change the World	Horton, Michael	BC13934s-EveryDayActivist.jpg	2006
13979	Get a Life!	How to make a good buck dance around the dinosaurs and save the world while you're at it	Roberts, Wayne; Brandum, Susan	BC13979-GetALife.jpg	1995
13983	Palestine Peace Not Apartheid		Carter, Jimmy	BC13983-PalestinePeace.jpg	2006
13984	The Other Israel	Voices of Refusal and Dissent	Carey, Roane; Shainin, Jonathan (ed.)	BC13984-OtherIsrael.jpg	2002
13985	Race Against Time	Searching for Hope in AIDS-Ravaged Africa	Lewis, Stephen	BC13985-RaceAgainstTime.jpg	2005
13986	The Un-Canadians	True Stores of the blacklist Era	Sher, Len	BC13986-UnCanadians.jpg	1992
13994	Ten Thousand Roses	The Making of a Feminist Revolution	Rebick, Judy	BC13994-TenThousandRoses.jpg	2005
14006	News from Nowhere	or An Epoch of Rest: Being Some Chapters From a Utopian Romance	Morris, William	BL0989-WilliamMorris.jpg	1890
14008	A Dream of John Ball		Morris, William	BL0989-WilliamMorris.jpg	1888
14021	The Ideal Book		Morris, William	BL0989-WilliamMorris.jpg	1893
14031	The Nature of Stalinist Russia		Cliff, Tony	BL0983-TonyCliff2.jpg	1948
14033	Rosa Luxemburg		Cliff, Tony	BL0595-Rosaluxemburg3W.jpg	1959
14040	Workers Opposition	Solidarity London Pamphlet	Kollontai, Alexandra	BC14040s-WorkersOpposition.jpg	1921
14062	We Can Change the World	The Real Meaning Of Everyday Life	Stratman, Dave	BC14062s-Stratman-WeCanChangeworld.jpg	1991
14069	Ten Days That Shook The World		Reed, John	BC14069s-TenDays.jpg	1919
14143	Alternative Americas	An informal history by the grandmother of the counter-culture	Loomis, Mildred J.	BC14143-AlternativeAm.jpg	1982
14171	Rebels, Reds, Radicals	Rethinking Canada's Left History	McKay, Ian	BC14171s-McKay-RebelsRedsRadicals.jpg	2005
14207	The Irrational in Politics		Brinton, Maurice	BC14027s-Brinton-IrrationalPolitics.jpg	1970
14214	William Morris	From Romantic to Revolutionary	Thompson, E. P.	BC14214s-WilliamMorris.jpg	1955
14321	History of Violence in America	A Report to the National Commission on the Causes and Prevention of Violence	Graham, Hugh Davis; Gurr, Ted Robert	BC14321s-HistoryViolence.jpg	1969
14333	Nature of Economies		Jacobs, Jane	BC14333-NatureOfEconomies.jpg	2000
14350	Sisterhood, Interrupted	From Radical Women to Grrls Gone Wild	Siegel, Deborah	BC14350-Sisterhood.jpg	2007
14352	BB BG or DD	Who Should Shape Society: World Power Politics of the 20th Century - and their lessons	Orr, Aki	BC14352-BB_BG_DD.jpg	
14353	Israel: Politics, Myths and Identity Crises		Orr, Akiva	BC14353s-IsraelMyths.jpg	1994
14354	The Other Israel	The Radical Case Against Zionism	Bober, Ari (ed.)	BC14354-OtherIsrael.jpg	1972
14355	The UnJewish State	The Politics of Jewish Identity in Israel	Orr, Akiva	BC14355s-UnjewishState.jpg	1983
14405	Aboriginal Issues Today	A Legal and Business Guide	Smart, Stephen B., Coyle, Michael (eds.)	BC14405s-AboriginalIssues.jpg	1997
14407	The Accumulation of Capital		Luxemburg, Rosa	BC14407-Accumulation.jpg	1913
14408	The Accumulation of Capital An Anti-Critique and Imperialism and the Accumulation of Capital		Luxemburg, Rosa; Bukharin, Nikolai	BC14408-Accumulation.jpg	1924
14410	An Acre of Time		Jenkins, Phil	BC14410-AcreofTime.jpg	1996
14415	The Adventures of Fat Freddy's Cat	Book 1	Shelton, Gilbert; Sheridan, Dave	BC14415s-FatFreddysCat1.jpg	1977
14416	The Adventures of Fat Freddy's Cat	Book 2	Shelton, Gilbert; Sheridan, Dave	BC14416s-FatFreddysCat2.jpg	1977
14417	The Adventures of Huckleberry Finn		Twain, Mark	BC14417s-HuckleberryFinn.jpg	
14421	The The Aerobics Program for Total Well-Being		Cooper, Dr. Kenneth	BC14421-Aerobics.jpg	
14424	After the Ice Age	The Return of Life to Glaciated North America	Pielou, E.C.	BC14424-AftertheIceAge.jpg	1991
14431	Agricultural Land Use Change in Canada: Process and Consequences	Land Use in Canada Series: Number 21	McCuaig, J.D.; Manning, E.W.	BC14431-AgriculturalLand.jpg	1982
14433	Ahoi! Land im Westen	Erster Band der Romanfolge Gemeucheltes Volk: Aus det Geschichte der Untergang the Indianer Nordamerikas	Sander, Frank	BC14433s-AhoiLandWesten.jpg	
14437	ALA Rules for Filing Catalog Cards	Second Edition Abridged		BC14437s-ALARules.jpg	
14441	Alice's Adventures in Wonderland and Through the Looking-Glass		Carroll, Lewis	BC14441s-AliceAdventures.jpg	1865
14444	All Quiet on the Western Front		Remarque, Erich Maria	BC14444s-AllQuiet.jpg	1929
14452	Alt-Kassel	Ein verlorenes Stadtbild	Klaube, Frank-Roland	BC14452-AltKassel.jpg	1988
14454	Alternative Access Directory			BC14454s-Directory1984.jpg	1984
14461	The Amateur Magician's Handbook		Hay, Henry	BC14461s-Amateur.jpg	1965
14464	The American Boys Handy Book	What To Do and How To Do It	Beard, D.C.	BC14464-HandyBook.jpg	1882
14473	The American Socialist Movement: 1897-1912		Kipnis, Ira	BC14473-AmericanSocialist.jpg	1952
14485	Anatomy of Nakedness		Ableman, Paul	BC14485-Nakedness.jpg	1982
14488	Andorra		Frisch, Max	BC14488s-Andorra.jpg	1961
14496	Animal Farm		Orwell, George	BC14496-AnimalFarm.jpg	1945
14497	Animal Tracks	Peterson Field Guides	Murie, Olaus J.	BC14497s-AnimalTracks.jpg	1954
14499	Annals of the Firebreather		Horne, Marcel	BC14499s-Firebreather.jpg	1973
14505	Another Way of Telling		Berger, John; Mohr, Jean	BC14505-WayofTelling.jpg	1982
14506	Another world is possible if...		George, Susan	BC14000-AnotherWorld.jpg	2004
14507	An Anthology of Erotic Prose		Parker, Derek (ed.)	BC14507s-EroticProse.jpg	1981
14510	Anti-Semite and Jew		Sartre, Jean-Paul	BC14510-AntiSemiteJew.jpg	1946
14511	Antonio Gaudi: Modernismo in Barcelona	30 Postcards		BC14511s-GaudiBarcelona.jpg	1992
14516	Approaches to Canadian Economic History		Easterbrook, W.T.and Watkins, M.H.	BC14516s-CdnEconomicHistory.jpg	1967
14517	Approaches to Canadian History		Mackintosh, W. A.	BC14517s-ApproachesHistory.jpg	1967
14518	Architecture for People		Mikellides, Byron (ed.)	BC14518-ArchitecturePeople.jpg	1980
14519	Architektur als Ideologie		Berndt, Heide; Lorenzer, Alfred; Horn, Klaus	BC14519s-ArchitekturalsIdeologie.jpg	1968
14524	Ariel - The Book of Fantasy	Volume 2	Durwood, Thomas (ed.); Jones, Bruce	BC14524-ArielTwo.jpg	1977
14525	Ariel - The Book of Fantasy	Volume 4	Durwood, Thomas (ed.)	BC14525-ArielFantasy.jpg	1978
14527	The Armies of the Night		Mailer, Norman	BC14527s-Armies.jpg	1968
14528	Arms and the Women		Hill, Reginald	BC14528s-ArmsandWomen.jpg	1999
14531	Art and Sexual Politics	Why Have There No Great Women Artists?	Hess, Thomas B.; Baker, Elizabeth C.	BC14531-ArtSexualPolitics.jpg	1973
14535	The Art of Cause Marketing	How to use advertising to change personal behavior and public policy	Earl, Richard	BC14535-CauseMarketing.jpg	2000
14546	At the Edge of the Chopping there are no Secrets		Thompson, John	BC14546s-AtTheEdge.jpg	1973
14551	Atlantic Canada and Confederation	Essays in Canadian Political Economy	Alexander, David G. (compiled by Eric. W. Sager, Lewis R. Rischer, Stuart O. Pierson)	BC14551s-AtlanticCanada.jpg	1983
14554	Atlas of Newfoundland and Labrador		McManus, Gary E.,  Wood, Clifford H.	BC14554-Newfoundland.jpg	1991
14557	Atomic Diplomacy: Hiroshima and Potsdam	The Use of Atomic Bomb and the American Confrontation With Soviet Power	Alperovitz, Gar	BC14557s-Alperovitz-Atomic.jpg	1965
14562	The Autobiography of Bertrand Russell - Volume I		Russell, Bertrand	BC14562-RussellAutob1.jpg	
14563	The Autobiography of Bertrand Russell - Volume II		Russell, Bertrand	BC14563-RussellAutob2.jpg	
14565	The Autobiography of Malcolm X		Malcolm, X	BC14565-MalcolmX.jpg	1964
14570	Baby and Child Care		Spock, Dr. Benjamin	BC14570s-SpockBaby.jpg	
14573	Bakunin	The Philosophy of Freedom	Morris, Brian	BC14573s-PhilosophyofFreedom.jpg	1993
14577	Das Balladenbuch		Muller-Alfeld, Theodor; Kraft, Hannes	BC14577s-Balladen.jpg	1953
14582	Banned Books	Informal Notes on Some Books Banned for Various  Reasons	Haight, Anne Lyon	BC14582-BannedBooks.jpg	1970
14585	The Bare Facts	My Life as a Stripper	Ample, Annie	BC14585s-Barefacts.jpg	1988
14587	Der Baron auf den B#umen		Calvino, Italo	BC14587s-BaronBaumen.jpg	1957
14605	Beating Back the Corporate Attack	Socialism and the struggle for global justice	Clement, Chris; La Botz, Dan; Luce, Stephanie; Post, Charlie	BC14605-CorporateAttack.jpg	2000
14616	Beauty's Punishment		Roquelaure, A.N. (Anne Rice)	BC14616-Punishment.jpg	1984
14617	Beauty's Release		Roquelaure, A.N. (Anne Rice)	BC14617-Release.jpg	1985
14621	The Bedside Guardian 29	A Selection from The Guardian 1979-80	Webb, W.L. (ed.)	BC14621s-BedsideGuardian29.jpg	1980
14625	The Bedside Guardian 38	A selection from The Guardian 1988-89	Jongh, Nicholas de (ed.)	BC14625-Guardian38.jpg	1989
14638	Begin at Start	Some Thoughts on Personal Liberation and World Change	Negrin, Su	BC14638-BeginatStart.jpg	1972
14639	Beginner's Guide to Group Sex	Who Does What to Whom and How	Gordon, Caroline	BC14639s-BeginnerGroupSex.jpg	1973
14642	Behind Enemy Lines	WWII Allied/Axis Propaganda	Boehm, Edward	BC14642-EnemyLines.jpg	1989
14644	Behind the Cheering		Selke, Frank J.	BC14644s-BehindtheCheering.jpg	
14651	Berlin - Deutschland - Europa	Sonderdruck der Texte zum Kalender 1987 des Gesamtdeutschen Instituts		BC14651s-Berlin.jpg	1987
14659	Bertrand Russell and Industrial Democracy		Coates, Ken; Daly, Lawrence	BC14659s-RussellDemrocacy.jpg	1970
14660	Bertrand Russell: The Passionate Sceptic		Wood, Alan	BC14660s-PassionateScetpic.jpg	1957
14685	Beyond the Far Side		Larson, Gary	BC14685s-BeyondFarSide.jpg	1983
14686	Beyond the Fragments	Feminism and the Making of Socialism	Rowbotham, Sheila; Segal, Lynne; Wainright, Hilary	BC14686-BeyondFragments.jpg	1979
14687	Beyond Your Doorstep	A Handbook to the Country	Borland, Hal	BC14687s-BeyondYourDoorstep.jpg	1962
14692	The Big Brother Game		French, Scott R.	BC14692-BigBrother.jpg	1975
14696	The Big Sell		Berton, Pierre	BC14696-BigSell.jpg	1963
14697	The Big Wilderness Canoe Manuel		Cary, Bob	BC14697s-CanoeManual.jpg	1978
14698	Bild Atlas Elsass			BC14698s-BildAtlasElsass.jpg	1992
14699	Bild Atlas S#dschwarzwald			BC14699s-BildAtlasSudSchwarz.jpg	1994
14707	Birder Extraordinaire	The life and legacy of James L. Baillie	Anglin. Lise	BC14707-BirderExtraord.jpg	1992
14709	A Birdfinding Guide to the Toronto Region		Goodwin, Clive E.	BC14709s-BirdfindingToronto.jpg	
14714	Bisexuality	A Study	Wolff, Charlotte M.D.	BC14714-Bisexuality.jpg	1977
14716	Black Canadians	A Long Line of Fighters	Tulloch, Headley	BC14716-BlackCanadians.jpg	1975
14720	The Black Tower		James, P.D.	BC14720s-BlackTower.jpg	1975
14722	Blacklist	An Anti-Authoritarian Directory		BC14722-Blacklist.jpg	1983
14724	Das Blaue Buch vom Rhein	Die Blauen B#cher	Heuzz-Knapp, Elly	BC14724s-BlaueBuchRhein.jpg	1953
14725	Blindspots in The News		Manson, Katherine; Hackett, Robert	BC14725-Blindspots.jpg	1995
14728	Blood Sympathy		Hill, Reginald	BC14728s-BloodSympathy.jpg	1993
14740	The Bolshevik Revolution 1917 - 1923 - Voume Three	Volume 3	Carr, Edward Hallett	BC14740s-BolshevikRevolution3.jpg	1953
14750	The Book of Terns		Delacorte, Peter; Witte, Michael C.	BC14750s-BookofTerns.jpg	1978
14751	The Book of the Breast		Wilson, Robert Anton	BC14751s-BookofBreast.jpg	
14753	The Book of the Year	A Brief History of Seasonal Holidays	Aveni, Anthony	BC14753-BookofYear.jpg	2003
14767	Bound for Glory		Guthrie, Woody	BC14767-BoundforGlory.jpg	1943
14769	Bourinot's Rules of Order		Bourinot, Sir John George	BC14769s-RulesofOrder.jpg	1963
14781	The Brain	Mystery of Matter and Mind	Fincher, Jack	BC14781s-Brain.jpg	1984
14785	Bravo For Life's Little Ironies		Trudeau, G.B.	BC14785s-BravoIronies.jpg	1971
14796	Br#cken	Die Blauen B#cher	Bonatz, Paul; Keonhardt, Frtiz	BC14796s-Brucken.jpg	1952
14797	Buch der Lieder		Heine, Heinrich	BC14797s-HeineLieder.jpg	1827
14799	Building Sustainable Communities	Tools and Concepts for Self-Reliant Economic Change	Morehouse, Ward (ed.)	BC14799s-BuildingCommunities.jpg	1983
14806	B#rgerbewegungen f#r Demokratie in den Kommunen			BC14806s-Burgerbewegungen.jpg	1990
14818	Cabbagetown Diary		Butler, Juan	BC14818s-CabbagetownDiary.jpg	1971
14819	Cabbagetown in Pictures		Kelly, Colleen	BC14819-CabbagetownPictures.jpg	1984
14820	Cabbagetown, Remembered		Rust-D'Eye, George	BC14820-CabbagetownRememb.jpg	1984
14821	The Cabot Trail 1932-1992		MacLean, Terry; McMaster, Judy	BC14821s-CabotTrail.jpg	
14823	Caesars of the Wilderness		Newman, Peter C.	BC14823s-CaesarsWilderness.jpg	
14826	Calculated Chaos	Institutional Threats to Peace and Human Survival	Shaffer, Butler D.	BC14826s-CalculatedChaos.jpg	1985
14830	The Cambridge Companion to Canadian Literature		Kr÷ller, Eva-Marie	BC14830-CdnLiterature.jpg	2004
14831	The Cambridge Guide to Literature in English		Ousby, Ian (ed.)	BC14831-LiteratureEnglish.jpg	1988
14832	Camp and Trail Methods	Interesting Information for All Lovers of Nature: What to Take and What To Do	Kreps, E.	BC14832s-CampandTrail.jpg	1910
14834	A Camping Trip with the Range Rider		Sutton, Felix; Nielsen, Jon	BC14834s-CampingTrip.jpg	1957
14835	Campus politics - Class politics			BC14835s-CampusPolitics.jpg	1971
14837	Can You Recommend a Good Book on Indexing?	Collected Reviews on the Organization of Information	Weinberg, Bella Hass	BC14837-Indexing.jpg	1998
14838	Can You Survive?		De Pugh, Robert B.	BC14838-CanYouSurvive.jpg	1973
14843	Canada: A People's History	Volume One	Gillmor, Don; Turgeon, Pierre	BC14843s-PeoplesHistory1.jpg	2000
14846	Canada and the French-Canadian Question		Cook, Ramsay	BC14846s-FrenchCanadians.jpg	1967
14849	Canada Rediscovered		McGhee, Robert	BC14849s-CanadaRediscovered.jpg	1991
14850	Canada: The Communist Viewpoint		Buck, Tim	BC14850s-CanadaCommunist.jpg	1948
14856	Canada's First Century	1867 - 1967	Creighton, Donald	BC14856s-CanadaFirstCentury.jpg	1970
14869	Canadian Dictionary of the English Language		Green, Susan, Executive Editor	BC14869s-CanadianDictionary.jpg	1997
14878	Canadian Facts and Figures	A Graphic Look at What Happens in Canada	McCool, Nydia	BC14878-FactsFigures.jpg	1982
14883	Canadian History in Documents, 1763 - 1966		Bliss, J. M.	BC14883s-CdnHistoryDocuments.jpg	1966
14890	Canadian Mystery Stories		Manguel, Alberto	BC14890s-CanadianMystery.jpg	
14891	The Canadian Oxford Dictionary		Barber, Katherine (ed.)	BC14891s-OxfordPaperback.jpg	1998
14893	Canadian Oxford World Atlas 4th Edition		Stanford, Quentin H. (ed.)	BC14893-WorldAtlas.jpg	1997
14898	Canadian People Patterns	What's in the Cards for you?	Suave, Roger	BC14898-PeoplePatterns.jpg	1990
